label,B,G,R,rededge,NIR,GIgreen,CIre,DVI,EVI,ExG,GBNDVI,GNDVI,MEVI,MSR,MTCI,MTVI2,NDVI,NDRE,NGRDI,NIRRENDVI,NPCI,PSRI,REDVI,RENDVI,RERVI,RGRI,RVI,TCVI,SARE,SAVI,LCI,OSAVI
0,0.099768647,0.24621765,0.134373867,0.397073107,0.41087324,0.668739997,0.034754642,0.276499374,0.470604683,0.537706506,0.085731816,0.250582671,0.017722657,0.02436446,0.052532065,-0.161288729,0.507108373,0.017080507,0.293868303,0.500790915,0.14779554,0.08422359,0.013800134,0.49430941,1.034754642,0.545752373,3.05768711,0.434519047,0.263044266,0.597689883,0.02530987,0.392060273
0,0.133859325,0.373029458,0.196466841,0.44676603,0.372476692,-0.00148183,-0.166282422,0.176009851,0.284376203,0.591070486,-0.152851226,-0.000741464,-0.147945241,-0.12279484,-0.296802151,-0.154282784,0.3093626,-0.090680498,0.310032949,0.351688944,0.189532416,0.168084387,-0.074289338,0.389126862,0.833717578,0.526679158,1.895875608,1.15189003,0.18052154,0.464923061,-0.130574184,0.241458827
0,0.137835248,0.372219265,0.189157409,0.460402491,0.424620347,0.140780144,-0.077719267,0.235462938,0.385802317,0.597023393,-0.091405225,0.06576114,-0.064107747,-0.056055766,-0.13191813,-0.135046063,0.383628986,-0.040430758,0.326094519,0.401086771,0.156952029,0.120865995,-0.035782144,0.417582863,0.922280733,0.50818812,2.244798921,1.101797877,0.218474516,0.522596668,-0.058298209,0.304303059
0,0.122782105,0.327360113,0.155242455,0.454440039,0.452030383,0.380835249,-0.005302474,0.296787927,0.507288399,0.622241828,0.002092909,0.159958674,-0.003495356,-0.003754395,-0.008053729,-0.144294668,0.488722546,-0.002658285,0.356644719,0.489734911,0.116753537,0.071810108,-0.002409656,0.490743275,0.994697526,0.474225323,2.911770378,0.660719634,0.24791637,0.596200083,-0.003967996,0.386808854
0,0.128895569,0.309716087,0.137547833,0.416257043,0.420767894,0.358560022,0.010836696,0.283220061,0.553450368,0.612658089,-0.020763541,0.152024972,0.007068352,0.007642026,0.016184794,-0.117813543,0.507275808,0.005389148,0.384936604,0.505277279,0.032473175,0.020563031,0.004510851,0.503262471,1.010836696,0.444109423,3.05906597,0.225176021,0.254149722,0.600382965,0.008079391,0.394283531
0,0.177636371,0.389786497,0.102037948,0.542858282,0.613786881,0.57467456,0.130657672,0.511748933,1.431478707,0.746718349,0.039251295,0.223202796,0.091049064,0.089511344,0.160901379,-0.088511417,0.714908051,0.061322696,0.585063537,0.70004742,-0.270308778,-0.123167219,0.070928599,0.683552351,1.130657672,0.261779073,6.015280528,1.501422646,0.300423946,0.779856883,0.099086531,0.584305122
0,0.095667378,0.262160802,0.12893432,0.294231716,0.265430763,0.012473112,-0.097885277,0.136496443,0.25821643,0.615741568,-0.148248843,0.006197902,-0.067632317,-0.070973957,-0.174237186,-0.074547209,0.346116958,-0.05146129,0.340649817,0.369152723,0.148115273,0.1253319,-0.028800953,0.390620659,0.902114723,0.491813876,2.058650967,0.455771554,0.214428445,0.461830911,-0.073031194,0.246221212
0,0.075331673,0.278108109,0.144531313,0.406205107,0.416065165,0.496055495,0.024273596,0.271533853,0.395069699,0.675447302,0.08138399,0.198735764,0.013946453,0.017060805,0.037680726,-0.137975428,0.484365962,0.011991262,0.316053803,0.479791112,0.314739834,0.166319234,0.009860059,0.475134356,1.024273596,0.519694708,2.878719894,0.744393255,0.259195497,0.584980302,0.017588513,0.376818179
0,0.160599717,0.279865157,0.187572638,0.392197843,0.379263559,0.355165334,-0.032978978,0.19169092,0.368579252,0.336855608,-0.074660476,0.150802718,-0.019795815,-0.023514335,-0.063209633,-0.146294413,0.338176922,-0.016765951,0.197443423,0.34564261,0.077470026,0.071119201,-0.012934284,0.352941743,0.967021022,0.670225049,2.021955664,0.433845831,0.237337472,0.48467486,-0.022818381,0.263733316
0,0.218054173,0.365007038,0.210228918,0.496396438,0.472495035,0.294481985,-0.048149828,0.262266116,0.596893787,0.380353887,-0.104746835,0.12834356,-0.034875842,-0.034464462,-0.083522418,-0.166179529,0.384146645,-0.024668814,0.269068923,0.39474136,-0.01827122,-0.01656156,-0.023901403,0.404977711,0.951850172,0.575958534,2.247526355,-1.132778388,0.230390869,0.531182997,-0.035008883,0.311212367
0,0.269803048,0.412566215,0.216654605,0.512280664,0.473098596,0.146721614,-0.076485548,0.256443992,0.855379722,0.376713889,-0.181113361,0.068346829,-0.067437344,-0.05514824,-0.132539287,-0.145563089,0.371790941,-0.039763438,0.311355893,0.389141141,-0.109256053,-0.112341156,-0.039182067,0.405558726,0.923514452,0.525138988,2.183653547,1.251991903,0.21828337,0.522884403,-0.056805923,0.301786438
0,0.173619229,0.226097157,0.143115898,0.363612809,0.379533871,0.678631769,0.043785759,0.236417973,0.631400898,0.249541509,-0.025899915,0.253350153,0.021336392,0.030627757,0.072205377,-0.14771905,0.452344931,0.02142385,0.224751694,0.443874527,-0.09630549,-0.080370512,0.015921063,0.43513799,1.043785759,0.632984065,2.651933693,-0.756529837,0.266030928,0.555983361,0.030462202,0.346323963
0,0.205030914,0.265963526,0.134384582,0.415878469,0.482265338,0.813276221,0.159630454,0.347880756,1.158303713,0.318001696,0.011823532,0.289085094,0.083703026,0.108624059,0.235837693,-0.099923074,0.564146275,0.073915634,0.328661335,0.539350112,-0.208141151,-0.146488513,0.066386869,0.511562399,1.159630454,0.50527448,3.588695441,27.26082486,0.30782104,0.651408628,0.107657305,0.447924794
0,0.193119545,0.243580019,0.107798169,0.378635724,0.424385372,0.742283188,0.120827605,0.316587203,1.270867415,0.34204426,-0.014300787,0.27068072,0.061183912,0.082968547,0.168919143,-0.109161015,0.594883493,0.056971913,0.38642652,0.576688303,-0.283537235,-0.201046931,0.045749648,0.556781835,1.120827605,0.442557518,3.936851407,16.79699701,0.293446089,0.654747974,0.08596592,0.457374648
0,0.278229893,0.3131334,0.147065059,0.467171278,0.568410475,0.81523426,0.216706809,0.421345416,2.89324677,0.272161609,-0.019790771,0.289579546,0.125114085,0.145552084,0.31626751,-0.06423118,0.58890262,0.0977607,0.360862445,0.557603231,-0.308409102,-0.230757243,0.101239197,0.521145039,1.216706809,0.469656251,3.865027356,2.093098794,0.328749715,0.686412319,0.141499174,0.481276061
0,0.210638765,0.222280132,0.155184759,0.322972733,0.343630049,0.54593236,0.063959939,0.18844529,0.677911605,0.133882419,-0.11498161,0.214433175,0.031989839,0.044520231,0.123115596,-0.101851308,0.377786078,0.030988944,0.177752618,0.36462985,-0.151586768,-0.161377056,0.020657316,0.350905248,1.063959939,0.698149483,2.21432859,-2.324006901,0.272536825,0.501658071,0.041412797,0.286036816
0,0.322258862,0.38003752,0.181204969,0.494457346,0.546948383,0.439195747,0.106158877,0.365743414,4.209042068,0.290448011,-0.124353532,0.180057606,0.078890657,0.073149397,0.167567879,-0.069901647,0.502288994,0.050404021,0.354272094,0.483678739,-0.280166885,-0.257892514,0.052491036,0.463622687,1.106158877,0.476808102,3.018396167,1.506610613,0.290646433,0.623912141,0.072087887,0.411802099
0,0.206745714,0.262449126,0.09648098,0.448339453,0.540301291,1.058689616,0.205116541,0.443820311,1.951392647,0.391870309,0.070437567,0.34612522,0.10163912,0.138129014,0.261360306,-0.109335003,0.696973409,0.093018458,0.462396837,0.67338944,-0.36363795,-0.204080085,0.091961838,0.645824663,1.205116541,0.367617838,5.600080853,3.720733772,0.324244157,0.750483969,0.144416455,0.557015795
0,0.149803714,0.16365027,0.090402366,0.339227193,0.406643662,1.484833433,0.19873545,0.316241296,0.957691709,0.215657029,0.129412558,0.426084478,0.076103542,0.134025937,0.270939478,-0.137208815,0.636241472,0.090386249,0.288317828,0.609777717,-0.247293274,-0.146077152,0.067416469,0.579161331,1.19873545,0.552411957,4.498152878,-1.414955088,0.317695995,0.673322372,0.135634257,0.481307675
0,0.189304441,0.230879534,0.125662954,0.374453492,0.392883702,0.701682674,0.049218956,0.267220748,0.918817183,0.26892461,-0.033576876,0.259720611,0.024148495,0.03438256,0.074079224,-0.15064702,0.515326335,0.024018398,0.2951025,0.506557354,-0.20205738,-0.16198556,0.01843021,0.49746522,1.049218956,0.544279314,3.126487872,-4.259245741,0.268116127,0.597696195,0.035542048,0.393813374
0,0.20846309,0.261457728,0.13762345,0.404203611,0.418691327,0.601372924,0.03584262,0.281067877,1.031882743,0.291055198,-0.057651126,0.231175207,0.01923509,0.025120463,0.054346566,-0.150107109,0.505231729,0.017605791,0.310298468,0.498704282,-0.204687647,-0.169192995,0.014487716,0.492002301,1.03584262,0.526369792,3.0422964,63.22936938,0.263503388,0.598583314,0.0260423,0.392380397
0,0.204009564,0.249187474,0.08481437,0.411492534,0.472583137,0.896496359,0.148461024,0.387768767,2.147600832,0.389491766,0.020940283,0.309510611,0.073687218,0.101285835,0.187005468,-0.120146925,0.695677254,0.069101102,0.492132324,0.678033539,-0.41269154,-0.252220583,0.061090603,0.658218053,1.148461024,0.340363698,5.571970131,3.810855112,0.303868189,0.730269958,0.109599706,0.540521486
0,0.158311647,0.191341315,0.072315607,0.352495587,0.408604947,1.135476844,0.159177482,0.336289341,1.283231222,0.360347636,0.077746615,0.362138488,0.067164065,0.108327185,0.200261845,-0.131293915,0.699261734,0.073721351,0.451441622,0.680631238,-0.372878916,-0.210462553,0.05610936,0.659540014,1.159177482,0.377940367,5.650301035,-6.566981508,0.305493354,0.710090141,0.116670746,0.524697388
0,0.223967418,0.264935741,0.126499651,0.415751144,0.418446848,0.579427702,0.006483938,0.291947197,1.466513855,0.291523551,-0.077650642,0.224634209,0.003499214,0.004577423,0.009319588,-0.170827732,0.535735521,0.003231493,0.353662679,0.534584378,-0.278108202,-0.232927472,0.002695705,0.533427512,1.006483938,0.477472956,3.307889343,4.558275254,0.252486358,0.617253893,0.004946733,0.414140927
0,0.258000296,0.367701176,0.205407444,0.519283795,0.496196325,0.349455365,-0.044460216,0.290788881,0.915998856,0.327267109,-0.115433997,0.148738882,-0.031129616,-0.031793493,-0.073555939,-0.183922776,0.414463112,-0.022735521,0.283181454,0.423941211,-0.113491528,-0.105992023,-0.02308747,0.433117353,0.955539784,0.558626018,2.415668662,2.020390843,0.23175596,0.55557769,-0.032906707,0.337497225
0,0.178324595,0.236086074,0.140245211,0.316018793,0.293604268,0.2436323,-0.070927824,0.153359056,0.480664367,0.276932684,-0.170626911,0.108588337,-0.039488014,-0.051067241,-0.127519307,-0.126111978,0.353484477,-0.036767844,0.254671526,0.369764804,-0.119532307,-0.129696289,-0.022414525,0.38524534,0.929072176,0.59404271,2.093506543,-1.214997244,0.22392517,0.474258497,-0.05166429,0.258245669
0,0.248480468,0.364327583,0.197947133,0.495102617,0.49948217,0.370969957,0.008845749,0.301535038,0.915338604,0.348104545,-0.101885172,0.156463373,0.006301005,0.006241103,0.014738256,-0.136561405,0.43235212,0.004403399,0.295905978,0.430564215,-0.113194917,-0.10117145,0.004379554,0.428765012,1.008845749,0.543321841,2.523310963,2.163696835,0.253518887,0.568266531,0.006279566,0.351673352
0,0.105616105,0.18783654,0.043806372,0.368419959,0.466110931,1.481471026,0.265161998,0.422304559,1.126952837,0.670851159,0.227312488,0.42553019,0.10769086,0.176182046,0.300945421,-0.104945339,0.828182445,0.117060943,0.621776709,0.809980265,-0.413657529,-0.132607344,0.097690973,0.787464463,1.265161998,0.233215392,10.64025408,-1.954590507,0.340076708,0.805724362,0.191581992,0.630383119
0,0.084218202,0.294062925,0.159233228,0.37334534,0.344474005,0.171429568,-0.077331448,0.185240777,0.277599634,0.641237609,-0.046775346,0.078947791,-0.05233826,-0.055770422,-0.134842141,-0.12646856,0.367754848,-0.040220894,0.297442844,0.38536945,0.308131385,0.217766871,-0.028871336,0.402029156,0.922668552,0.541493723,2.163329911,0.820582217,0.220168673,0.495772853,-0.057317691,0.279100133
0,0.012978786,0.059390057,-0.008856227,0.195233397,0.336103189,4.659250154,0.721545569,0.344959416,0.727378886,1.80527215,0.64566072,0.699665885,0.170786196,0.437377018,0.690234954,-0.007911824,1.054125651,0.265123457,1.350506881,1.068970494,-5.296471618,-0.064965207,0.140869792,1.09503554,1.721545569,-0.1491197,-37.9510565,-0.20589363,0.430293352,0.847594166,0.430469367,0.707976537
0,0.186116465,0.260176528,0.137600263,0.37533681,0.396759496,0.524962682,0.0570759,0.259159233,0.783917504,0.336767596,-0.058754939,0.207909085,0.031551159,0.039794918,0.090111035,-0.113364393,0.484990176,0.027746132,0.308153387,0.474455537,-0.149872399,-0.122281138,0.021422686,0.463480921,1.0570759,0.528872699,2.883421064,-3.174619785,0.270959558,0.58040863,0.040090381,0.373234811
0,0.308056265,0.430181497,0.238772416,0.528851156,0.47553664,0.105432575,-0.10081195,0.236764224,0.990232382,0.320912023,-0.216433236,0.050076444,-0.093712961,-0.073152308,-0.183793257,-0.156454,0.331459082,-0.053081605,0.28613194,0.35551074,-0.126701199,-0.145696133,-0.053314516,0.377891913,0.89918805,0.555050409,1.991589516,1.149604168,0.20749758,0.495527326,-0.074637884,0.270801523
0,0.213212987,0.234042561,0.090002391,0.403999869,0.503584993,1.151681267,0.246497913,0.413582603,2.326101265,0.306872605,0.059241737,0.365418064,0.114609779,0.164459981,0.317152625,-0.087548956,0.696750999,0.109725414,0.444506756,0.66898401,-0.406346794,-0.244666935,0.099585124,0.635619519,1.246497913,0.384555657,5.595240195,4.287516478,0.336028358,0.740266463,0.167768263,0.548818374
0,0.228232736,0.289291327,0.123428083,0.443813125,0.465154771,0.607911225,0.048087011,0.341726689,1.729463983,0.354038654,-0.053292377,0.233102729,0.027244444,0.033601107,0.066612494,-0.150855908,0.580592327,0.023478989,0.401878953,0.572848198,-0.298027667,-0.225311358,0.021341647,0.564812707,1.048087011,0.426656699,3.768629971,2.967150151,0.268414355,0.65750498,0.036259376,0.456498151
0,0.178390169,0.203663565,0.067947056,0.388291951,0.461122908,1.264140415,0.187567519,0.393175853,1.851532423,0.357754717,0.093775338,0.387281261,0.080444272,0.126816832,0.227351704,-0.13533788,0.743145292,0.085742505,0.499673058,0.724159395,-0.448341146,-0.239509058,0.072830958,0.702142716,1.187567519,0.333624012,6.786503174,12.59646999,0.3162452,0.754673355,0.137658462,0.570589161
0,0.292682707,0.250211815,0.094858311,0.459322575,0.587169769,1.346690818,0.278338582,0.492311458,-31.7205537,0.177000565,0.039179405,0.402394751,0.129582742,0.184401428,0.350781152,-0.095906185,0.721834587,0.122167348,0.4502085,0.693067066,-0.510460536,-0.336911753,0.127847194,0.657662999,1.278338582,0.379112038,6.189966502,2.252936392,0.348610065,0.778215263,0.187451511,0.584673444
0,0.187820145,0.203530756,0.084393774,0.373483211,0.430074865,1.113070639,0.151523958,0.345681091,1.637409926,0.283445303,0.047142378,0.357547505,0.065973219,0.103301877,0.195758292,-0.138524656,0.671918685,0.07042634,0.413778507,0.652823968,-0.379945196,-0.240484574,0.056591654,0.631369225,1.151523958,0.414648751,5.096049685,27.88981549,0.303714793,0.70218479,0.110000202,0.512523594
0,0.234755933,0.215686522,0.118013177,0.350807687,0.400325986,0.856054715,0.141155114,0.282312809,2.029651595,0.138276287,-0.058907296,0.299733303,0.065586345,0.096465619,0.212712487,-0.107779784,0.544648811,0.065924749,0.29269833,0.52180731,-0.330932477,-0.291619229,0.049518299,0.49655322,1.141155114,0.547151376,3.392214287,6.647675429,0.299462225,0.617432538,0.095532622,0.416182382
0,0.21534356,0.212711642,0.072100771,0.410541542,0.544308126,1.558901435,0.325829592,0.472207355,3.262578094,0.275871849,0.119557084,0.438028831,0.138634307,0.213649351,0.395243701,-0.081454853,0.766061874,0.140091773,0.493696427,0.737589039,-0.498332279,-0.263164891,0.133766583,0.701224824,1.325829592,0.338960155,7.549269131,4.043256575,0.361023464,0.795016742,0.217009495,0.608194157
0,0.233719486,0.25252468,0.118689411,0.441094945,0.513950321,1.035247882,0.165169374,0.395260909,2.088275163,0.252325989,0.027700767,0.341075234,0.080358093,0.112249285,0.225974334,-0.133357919,0.624780407,0.076284736,0.360533913,0.601855036,-0.326410812,-0.223815551,0.072855376,0.575945951,1.165169374,0.470011134,4.330212061,3.900040865,0.310458622,0.69781681,0.115160924,0.498664013
0,0.249826672,0.207587055,0.117856068,0.359237138,0.455567538,1.194585491,0.268152678,0.337711471,2.92134006,0.082554951,-0.002022154,0.373940686,0.117242331,0.178051647,0.399080178,-0.073506648,0.588938906,0.118225144,0.275719415,0.551245382,-0.35892521,-0.289683951,0.096330401,0.505941119,1.268152678,0.567742857,3.865456807,5.166037484,0.340467672,0.660130908,0.16799169,0.46045896
0,0.249499935,0.233721636,0.167762193,0.369295905,0.422339992,0.807021371,0.143635731,0.254577799,1.141269493,0.077085094,-0.067230746,0.287500971,0.070342667,0.098104063,0.263202055,-0.102463114,0.431413076,0.067005662,0.164289166,0.404655414,-0.195890632,-0.193535406,0.053044087,0.375254954,1.143635731,0.717786319,2.517492078,-81.65376489,0.300923828,0.553031945,0.089889664,0.339390824
0,0.234882093,0.247506043,0.139441912,0.389176916,0.435785113,0.76070494,0.119760949,0.296343201,1.450328323,0.194085317,-0.050756241,0.275547353,0.060860471,0.082256795,0.186630613,-0.114853779,0.515176076,0.056497384,0.279273039,0.49470513,-0.254966766,-0.219007437,0.046608197,0.472429265,1.119760949,0.563387907,3.125208967,6.96164452,0.293357994,0.609105061,0.081025743,0.403063532
0,0.230236916,0.199211971,0.156716569,0.357813346,0.418512668,1.100840962,0.169639627,0.261796099,1.035528143,0.019568632,-0.012897069,0.35501368,0.073262245,0.115168446,0.301841349,-0.122300181,0.455116121,0.078187928,0.119393072,0.42476622,-0.189997894,-0.175670542,0.060699322,0.390835928,1.169639627,0.78668249,2.67050683,-3.830087071,0.30914234,0.567240455,0.10552197,0.356074114
0,0.167090337,0.135104019,0.037548741,0.311421286,0.46423361,2.436119901,0.49069325,0.426684868,2.444633335,0.192995712,0.211421374,0.549155558,0.164705284,0.310920933,0.557968755,-0.042002255,0.850338533,0.197010712,0.565037464,0.823456309,-0.633024721,-0.279043982,0.152812323,0.784802485,1.49069325,0.27792468,12.36349325,-62.39971683,0.39899,0.817564359,0.304539055,0.644751054
0,0.244535602,0.332824465,0.163163435,0.44654478,0.441260376,0.325805108,-0.011833984,0.278096941,1.185967118,0.348334514,-0.13361178,0.140082721,-0.008133127,-0.008392757,-0.018647677,-0.133291327,0.460102558,-0.005952211,0.342066874,0.462452414,-0.199588814,-0.184408507,-0.005284404,0.464781904,0.988166016,0.490238705,2.704407252,2.384063308,0.245355616,0.575478923,-0.008742878,0.363799423
0,0.23384945,0.260453646,0.115019344,0.447947182,0.586369172,1.251337929,0.309014088,0.471349828,2.254768803,0.282343939,0.085193337,0.384868616,0.149119853,0.203359745,0.41577175,-0.063132795,0.672023874,0.133829451,0.387336254,0.636116944,-0.340615461,-0.20265408,0.13842199,0.591381232,1.309014088,0.441611573,5.09800482,3.391205959,0.357778733,0.745433589,0.197354229,0.547197715
